confidence_tier	confidence_score	normalized_label	label_1	id_1	ontology_1	label_2	id_2	ontology_2	in_ordered_mapping_best_dict
exact_norm	1.0	confocal microscopy	Confocal Microscopy	http://purl.obolibrary.org/obo/NCIT_C17753	NCIT	confocal microscopy	http://www.bioassayontology.org/bao#BAO_0000453	BAO	False
exact_norm	1.0	confocal microscopy	Confocal Microscopy	http://purl.obolibrary.org/obo/NCIT_C17753	NCIT	confocal microscopy	http://purl.obolibrary.org/obo/CHMO_0000103	CHMO	False
exact_norm	1.0	confocal microscopy	Confocal Microscopy	http://purl.obolibrary.org/obo/NCIT_C17753	NCIT	confocal microscopy	http://purl.obolibrary.org/obo/MMO_0000685	MMO	False
exact_norm	1.0	cytotoxicity assay	Cytotoxicity Assay	http://purl.obolibrary.org/obo/NCIT_C200004	NCIT	cytotoxicity assay	http://www.bioassayontology.org/bao#BAO_0002993	BAO	False
exact_norm	1.0	dark field microscopy	Dark Field Microscopy	http://purl.obolibrary.org/obo/NCIT_C85837	NCIT	dark field microscopy	http://www.bioassayontology.org/bao#BAO_0002510	BAO	False
exact_norm	1.0	dark field microscopy	Dark Field Microscopy	http://purl.obolibrary.org/obo/NCIT_C85837	NCIT	dark-field microscopy	http://purl.obolibrary.org/obo/CHMO_0002177	CHMO	False
exact_norm	1.0	density gradient centrifugation	Density Gradient Centrifugation	http://purl.obolibrary.org/obo/NCIT_C16411	NCIT	density-gradient centrifugation	http://purl.obolibrary.org/obo/CHMO_0002017	CHMO	False
exact_norm	1.0	density gradient centrifugation	Density Gradient Centrifugation	http://purl.obolibrary.org/obo/NCIT_C16411	NCIT	density gradient centrifugation	http://www.ebi.ac.uk/efo/EFO_0009112	EFO	False
exact_norm	1.0	dynamic contrast enhanced magnetic resonance imaging	Dynamic Contrast-Enhanced Magnetic Resonance Imaging	http://purl.obolibrary.org/obo/NCIT_C62665	NCIT	Dynamic Contrast-Enhanced Magnetic Resonance Imaging	http://purl.obolibrary.org/obo/MMO_0000718	MMO	False
exact_norm	1.0	electrochemiluminescence immunoassay	Electrochemiluminescence Immunoassay	http://purl.obolibrary.org/obo/NCIT_C111194	NCIT	electrochemiluminescence immunoassay	http://purl.obolibrary.org/obo/MMO_0000847	MMO	False
exact_norm	1.0	electron microscopy	Electron Microscopy	http://purl.obolibrary.org/obo/NCIT_C16854	NCIT	electron microscopy	http://www.bioassayontology.org/bao#BAO_0000449	BAO	False
exact_norm	1.0	electron microscopy	Electron Microscopy	http://purl.obolibrary.org/obo/NCIT_C16854	NCIT	electron microscopy	http://purl.obolibrary.org/obo/CHMO_0000068	CHMO	False
exact_norm	1.0	electron microscopy	Electron Microscopy	http://purl.obolibrary.org/obo/NCIT_C16854	NCIT	Electron microscopy	http://edamontology.org/topic_0611	EDAM	False
exact_norm	1.0	electron spin resonance spectroscopy	Electron Spin Resonance Spectroscopy	http://purl.obolibrary.org/obo/NCIT_C16534	NCIT	electron spin resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000328	CHMO	False
exact_norm	1.0	electrophoretic mobility shift assay	Electrophoretic Mobility Shift Assay	http://purl.obolibrary.org/obo/NCIT_C19362	NCIT	electrophoretic mobility shift assay	http://purl.obolibrary.org/obo/OBI_0001671	OBI	False
exact_norm	1.0	enzyme immunoassay	Enzyme Immunoassay	http://purl.obolibrary.org/obo/NCIT_C17455	NCIT	enzyme immunoassay	http://purl.obolibrary.org/obo/MMO_0000713	MMO	False
exact_norm	1.0	enzyme linked immunosorbent spot assay	Enzyme-linked Immunosorbent Spot Assay	http://purl.obolibrary.org/obo/NCIT_C102632	NCIT	enzyme-linked immunosorbent spot assay	http://www.bioassayontology.org/bao#BAO_0002419	BAO	False
exact_norm	1.0	enzyme linked immunosorbent spot assay	Enzyme-linked Immunosorbent Spot Assay	http://purl.obolibrary.org/obo/NCIT_C102632	NCIT	enzyme-linked immunosorbent spot assay	http://purl.obolibrary.org/obo/MMO_0000458	MMO	False
exact_norm	1.0	enzyme multiplied immunoassay technique	Enzyme Multiplied Immunoassay Technique	http://purl.obolibrary.org/obo/NCIT_C111196	NCIT	enzyme-multiplied immunoassay technique	http://www.bioassayontology.org/bao#BAO_0002401	BAO	False
exact_norm	1.0	flow cytometry	Flow Cytometry	http://purl.obolibrary.org/obo/NCIT_C16585	NCIT	flow cytometry	http://www.bioassayontology.org/bao#BAO_0000005	BAO	False
exact_norm	1.0	flow cytometry	Flow Cytometry	http://purl.obolibrary.org/obo/NCIT_C16585	NCIT	flow cytometry	http://purl.obolibrary.org/obo/CHMO_0000061	CHMO	False
exact_norm	1.0	fluorescence lifetime imaging microscopy	Fluorescence Lifetime Imaging Microscopy	http://purl.obolibrary.org/obo/NCIT_C154786	NCIT	fluorescence lifetime imaging microscopy	http://purl.obolibrary.org/obo/CHMO_0000091	CHMO	False
exact_norm	1.0	fluorescence microscopy	Fluorescence Microscopy	http://purl.obolibrary.org/obo/NCIT_C16856	NCIT	fluorescence microscopy	http://www.bioassayontology.org/bao#BAO_0000450	BAO	False
exact_norm	1.0	fluorescence microscopy	Fluorescence Microscopy	http://purl.obolibrary.org/obo/NCIT_C16856	NCIT	fluorescence microscopy	http://purl.obolibrary.org/obo/CHMO_0000087	CHMO	False
exact_norm	1.0	fluorescence spectroscopy	Fluorescence Spectroscopy	http://purl.obolibrary.org/obo/NCIT_C17738	NCIT	fluorescence spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000287	CHMO	False
exact_norm	1.0	gas chromatography	Gas Chromatography	http://purl.obolibrary.org/obo/NCIT_C30014	NCIT	gas chromatography	http://purl.obolibrary.org/obo/CHMO_0001002	CHMO	False
exact_norm	1.0	gas chromatography	Gas Chromatography	http://purl.obolibrary.org/obo/NCIT_C30014	NCIT	gas chromatography	http://purl.obolibrary.org/obo/MMO_0000469	MMO	False
exact_norm	1.0	gas chromatography mass spectrometry	Gas Chromatography Mass Spectrometry	http://purl.obolibrary.org/obo/NCIT_C111203	NCIT	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	CHMO	False
exact_norm	1.0	gas chromatography mass spectrometry	Gas Chromatography Mass Spectrometry	http://purl.obolibrary.org/obo/NCIT_C111203	NCIT	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/MMO_0000536	MMO	False
exact_norm	1.0	gas chromatography mass spectrometry	Gas Chromatography Mass Spectrometry	http://purl.obolibrary.org/obo/NCIT_C111203	NCIT	gas chromatography mass spectrometry	http://purl.obolibrary.org/obo/OBI_0200199	OBI	False
exact_norm	1.0	gas chromatography tandem mass spectrometry	Gas Chromatography/Tandem Mass Spectrometry	http://purl.obolibrary.org/obo/NCIT_C120685	NCIT	gas chromatography-tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0002862	CHMO	False
exact_norm	1.0	gel electrophoresis	Gel Electrophoresis	http://purl.obolibrary.org/obo/NCIT_C18091	NCIT	gel electrophoresis	http://purl.obolibrary.org/obo/CHMO_0001021	CHMO	False
exact_norm	1.0	gel electrophoresis	Gel Electrophoresis	http://purl.obolibrary.org/obo/NCIT_C18091	NCIT	gel electrophoresis	http://purl.obolibrary.org/obo/MMO_0000100	MMO	False
exact_norm	1.0	gel filtration chromatography	Gel Filtration Chromatography	http://purl.obolibrary.org/obo/NCIT_C16433	NCIT	gel filtration chromatography	http://purl.obolibrary.org/obo/CHMO_0001011	CHMO	False
exact_norm	1.0	gel filtration chromatography	Gel Filtration Chromatography	http://purl.obolibrary.org/obo/NCIT_C16433	NCIT	gel filtration chromatography	http://purl.obolibrary.org/obo/MMO_0000684	MMO	False
exact_norm	1.0	genotoxicity assay	Genotoxicity Assay	http://purl.obolibrary.org/obo/NCIT_C200005	NCIT	genotoxicity assay	http://www.bioassayontology.org/bao#BAO_0002167	BAO	False
exact_norm	1.0	helicos sequencing	Helicos Sequencing	http://purl.obolibrary.org/obo/NCIT_C146816	NCIT	Helicos sequencing	http://purl.obolibrary.org/obo/OBI_0000697	OBI	False
exact_norm	1.0	high performance liquid chromatography	High Performance Liquid Chromatography	http://purl.obolibrary.org/obo/NCIT_C16434	NCIT	high-performance liquid chromatography	http://purl.obolibrary.org/obo/CHMO_0001009	CHMO	False
exact_norm	1.0	high performance liquid chromatography	High Performance Liquid Chromatography	http://purl.obolibrary.org/obo/NCIT_C16434	NCIT	high-performance liquid chromatography	http://purl.obolibrary.org/obo/MMO_0000394	MMO	False
exact_norm	1.0	high performance liquid chromatography mass spectrometry	High Performance Liquid Chromatography Mass Spectrometry	http://purl.obolibrary.org/obo/NCIT_C103513	NCIT	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	CHMO	False
exact_norm	1.0	high performance liquid chromatography mass spectrometry	High Performance Liquid Chromatography Mass Spectrometry	http://purl.obolibrary.org/obo/NCIT_C103513	NCIT	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/MMO_0000537	MMO	False
exact_norm	1.0	high performance liquid chromatography tandem mass spectrometry	High-performance Liquid Chromatography/Tandem Mass Spectrometry	http://purl.obolibrary.org/obo/NCIT_C120691	NCIT	high performance liquid chromatography-tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0002876	CHMO	False
exact_norm	1.0	high resolution transmission electron microscopy	High Resolution Transmission Electron Microscopy	http://purl.obolibrary.org/obo/NCIT_C78874	NCIT	high-resolution transmission electron microscopy	http://purl.obolibrary.org/obo/CHMO_0000084	CHMO	False
exact_norm	1.0	immobilized metal affinity chromatography	Immobilized Metal Affinity Chromatography	http://purl.obolibrary.org/obo/NCIT_C161789	NCIT	immobilized metal affinity chromatography	http://purl.obolibrary.org/obo/CHMO_0002255	CHMO	False
exact_norm	1.0	light microscopy	Light Microscopy	http://purl.obolibrary.org/obo/NCIT_C17995	NCIT	Light microscopy	http://edamontology.org/topic_3385	EDAM	False
exact_norm	1.0	liquid chromatography	Liquid Chromatography	http://purl.obolibrary.org/obo/NCIT_C16435	NCIT	liquid chromatography	http://purl.obolibrary.org/obo/CHMO_0001004	CHMO	False
exact_norm	1.0	liquid chromatography	Liquid Chromatography	http://purl.obolibrary.org/obo/NCIT_C16435	NCIT	liquid chromatography	http://purl.obolibrary.org/obo/ERO_0001500	ERO	False
exact_norm	1.0	liquid chromatography	Liquid Chromatography	http://purl.obolibrary.org/obo/NCIT_C16435	NCIT	liquid chromatography	http://purl.obolibrary.org/obo/OBI_0003547	OBI	False
exact_norm	1.0	liquid chromatography mass spectrometry	Liquid Chromatography Mass Spectrometry	http://purl.obolibrary.org/obo/NCIT_C18475	NCIT	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000524	CHMO	False
exact_norm	1.0	liquid chromatography mass spectrometry	Liquid Chromatography Mass Spectrometry	http://purl.obolibrary.org/obo/NCIT_C18475	NCIT	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/MMO_0000535	MMO	False
exact_norm	1.0	liquid chromatography tandem mass spectrometry	Liquid Chromatography/Tandem Mass Spectrometry	http://purl.obolibrary.org/obo/NCIT_C122168	NCIT	liquid chromatography-tandem mass spectrometry	http://www.bioassayontology.org/bao#BAO_0040042	BAO	False
exact_norm	1.0	liquid chromatography tandem mass spectrometry	Liquid Chromatography/Tandem Mass Spectrometry	http://purl.obolibrary.org/obo/NCIT_C122168	NCIT	liquid chromatography-tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000701	CHMO	False
exact_norm	1.0	multiphoton microscopy	Multiphoton Microscopy	http://purl.obolibrary.org/obo/NCIT_C116504	NCIT	multiphoton microscopy	http://purl.obolibrary.org/obo/MMO_0000742	MMO	False
exact_norm	1.0	multiplex real time polymerase chain reaction assay	Multiplex Real-time Polymerase Chain Reaction Assay	http://purl.obolibrary.org/obo/NCIT_C158250	NCIT	multiplex real time polymerase chain reaction assay	http://purl.obolibrary.org/obo/OBI_0003287	OBI	False
exact_norm	1.0	near infrared imaging	Near Infrared Imaging	http://purl.obolibrary.org/obo/NCIT_C171402	NCIT	near-infrared imaging	http://www.bioassayontology.org/bao#BAO_0002518	BAO	False
exact_norm	1.0	optical coherence tomography	Optical Coherence Tomography	http://purl.obolibrary.org/obo/NCIT_C20828	NCIT	optical coherence tomography	http://purl.obolibrary.org/obo/MMO_0000696	MMO	False
exact_norm	1.0	phase contrast microscopy	Phase-Contrast Microscopy	http://purl.obolibrary.org/obo/NCIT_C16857	NCIT	phase contrast microscopy	http://www.bioassayontology.org/bao#BAO_0000458	BAO	False
exact_norm	1.0	phase contrast microscopy	Phase-Contrast Microscopy	http://purl.obolibrary.org/obo/NCIT_C16857	NCIT	phase contrast microscopy	http://purl.obolibrary.org/obo/CHMO_0000110	CHMO	False
exact_norm	1.0	photoacoustic spectroscopy	Photoacoustic Spectroscopy	http://purl.obolibrary.org/obo/NCIT_C103229	NCIT	photoacoustic spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000619	CHMO	False
exact_norm	1.0	polyacrylamide gel electrophoresis	Polyacrylamide Gel Electrophoresis	http://purl.obolibrary.org/obo/NCIT_C16539	NCIT	polyacrylamide gel electrophoresis	http://purl.obolibrary.org/obo/CHMO_0001023	CHMO	False
exact_norm	1.0	preparative centrifugation	Preparative Centrifugation	http://purl.obolibrary.org/obo/NCIT_C18799	NCIT	preparative centrifugation	http://purl.obolibrary.org/obo/CHMO_0002014	CHMO	False
exact_norm	1.0	proteomic profiling	Proteomic Profiling	http://purl.obolibrary.org/obo/NCIT_C62669	NCIT	proteomic profiling	http://www.ebi.ac.uk/efo/EFO_0000746	EFO	False
exact_norm	1.0	pulsed field gel electrophoresis	Pulsed-Field Gel Electrophoresis	http://purl.obolibrary.org/obo/NCIT_C17426	NCIT	pulsed-field gel electrophoresis	http://purl.obolibrary.org/obo/CHMO_0002316	CHMO	False
exact_norm	1.0	quantitative computed tomography	Quantitative Computed Tomography	http://purl.obolibrary.org/obo/NCIT_C161405	NCIT	quantitative computed tomography	http://purl.obolibrary.org/obo/MMO_0000364	MMO	False
exact_norm	1.0	raman spectroscopy	Raman Spectroscopy	http://purl.obolibrary.org/obo/NCIT_C17157	NCIT	Raman spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000656	CHMO	False
exact_norm	1.0	reversed phase liquid chromatography	Reversed-Phase Liquid Chromatography	http://purl.obolibrary.org/obo/NCIT_C161770	NCIT	reversed-phase liquid chromatography	http://purl.obolibrary.org/obo/CHMO_0001050	CHMO	False
exact_norm	1.0	scanning electron microscopy	Scanning Electron Microscopy	http://purl.obolibrary.org/obo/NCIT_C16855	NCIT	scanning electron microscopy	http://www.bioassayontology.org/bao#BAO_0000454	BAO	False
exact_norm	1.0	scanning electron microscopy	Scanning Electron Microscopy	http://purl.obolibrary.org/obo/NCIT_C16855	NCIT	scanning electron microscopy	http://purl.obolibrary.org/obo/CHMO_0000073	CHMO	False
exact_norm	1.0	scanning transmission electron microscopy	Scanning Transmission Electron Microscopy	http://purl.obolibrary.org/obo/NCIT_C21342	NCIT	scanning transmission electron microscopy	http://purl.obolibrary.org/obo/CHMO_0000086	CHMO	False
exact_norm	1.0	scanning tunneling microscopy	Scanning Tunneling Microscopy	http://purl.obolibrary.org/obo/NCIT_C76127	NCIT	scanning tunneling microscopy	http://www.bioassayontology.org/bao#BAO_0002524	BAO	False
exact_norm	1.0	sequence alignment	Sequence Alignment	http://purl.obolibrary.org/obo/NCIT_C188688	NCIT	sequence alignment	http://www.bioassayontology.org/bao#BAO_0002231	BAO	False
exact_norm	1.0	sequence alignment	Sequence Alignment	http://purl.obolibrary.org/obo/NCIT_C188688	NCIT	Sequence alignment	http://edamontology.org/topic_0182	EDAM	False
exact_norm	1.0	sequence alignment	Sequence Alignment	http://purl.obolibrary.org/obo/NCIT_C188688	NCIT	sequence alignment	http://purl.obolibrary.org/obo/OBI_0002567	OBI	False
exact_norm	1.0	single cell rna sequencing	Single Cell RNA Sequencing	http://purl.obolibrary.org/obo/NCIT_C171152	NCIT	single-cell RNA sequencing	http://www.ebi.ac.uk/efo/EFO_0008913	EFO	False
exact_norm	1.0	strong cation exchange chromatography	Strong-Cation-Exchange Chromatography	http://purl.obolibrary.org/obo/NCIT_C161774	NCIT	strong-cation-exchange chromatography	http://purl.obolibrary.org/obo/CHMO_0002260	CHMO	False
exact_norm	1.0	target engagement assay	Target Engagement Assay	http://purl.obolibrary.org/obo/NCIT_C181182	NCIT	target engagement assay	http://www.bioassayontology.org/bao#BAO_0010259	BAO	False
exact_norm	1.0	transmission electron microscopy	Transmission Electron Microscopy	http://purl.obolibrary.org/obo/NCIT_C18216	NCIT	transmission electron microscopy	http://www.bioassayontology.org/bao#BAO_0000455	BAO	False
exact_norm	1.0	transmission electron microscopy	Transmission Electron Microscopy	http://purl.obolibrary.org/obo/NCIT_C18216	NCIT	transmission electron microscopy	http://purl.obolibrary.org/obo/CHMO_0000080	CHMO	False
exact_norm	1.0	two dimensional gel electrophoresis	Two Dimensional Gel Electrophoresis	http://purl.obolibrary.org/obo/NCIT_C16538	NCIT	two dimensional gel electrophoresis	http://purl.obolibrary.org/obo/CHMO_0001029	CHMO	False
exact_norm	1.0	whole genome shotgun sequencing	Whole-Genome Shotgun Sequencing	http://purl.obolibrary.org/obo/NCIT_C19653	NCIT	whole genome shotgun sequencing	http://www.ebi.ac.uk/efo/EFO_0003744	EFO	False
exact_norm	1.0	x ray photoelectron spectroscopy	X-Ray Photoelectron Spectroscopy	http://purl.obolibrary.org/obo/NCIT_C78871	NCIT	X-ray photoelectron spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000404	CHMO	False
exact_norm	0.7	bioassay	Bioassay	http://purl.obolibrary.org/obo/NCIT_C16341	NCIT	bioassay	http://www.bioassayontology.org/bao#BAO_0000015	BAO	False
exact_norm	0.7	bioassay	Bioassay	http://purl.obolibrary.org/obo/NCIT_C16341	NCIT	bioassay	http://purl.obolibrary.org/obo/MMO_0000441	MMO	False
exact_norm	0.7	centrifugation	Centrifugation	http://purl.obolibrary.org/obo/NCIT_C16410	NCIT	centrifugation	http://purl.obolibrary.org/obo/MMO_0000712	MMO	False
exact_norm	0.7	centrifugation	Centrifugation	http://purl.obolibrary.org/obo/NCIT_C16410	NCIT	centrifugation	http://purl.obolibrary.org/obo/OBI_0302886	OBI	False
exact_norm	0.7	chromatography	Chromatography	http://purl.obolibrary.org/obo/NCIT_C16431	NCIT	chromatography	http://purl.obolibrary.org/obo/CHMO_0001000	CHMO	False
exact_norm	0.7	chromatography	Chromatography	http://purl.obolibrary.org/obo/NCIT_C16431	NCIT	chromatography	http://purl.obolibrary.org/obo/MMO_0000288	MMO	False
exact_norm	0.7	electrophoresis	Electrophoresis	http://purl.obolibrary.org/obo/NCIT_C16536	NCIT	electrophoresis	http://purl.obolibrary.org/obo/CHMO_0001019	CHMO	False
exact_norm	0.7	electrophoresis	Electrophoresis	http://purl.obolibrary.org/obo/NCIT_C16536	NCIT	electrophoresis	http://purl.obolibrary.org/obo/MMO_0000287	MMO	False
exact_norm	0.7	electrophoresis	Electrophoresis	http://purl.obolibrary.org/obo/NCIT_C16536	NCIT	electrophoresis	http://purl.obolibrary.org/obo/OBI_0600053	OBI	False
exact_norm	0.7	elisa	ELISA	http://purl.obolibrary.org/obo/NCIT_C16553	NCIT	ELISA	http://www.bioassayontology.org/bao#BAO_0000134	BAO	False
exact_norm	0.7	elisa	ELISA	http://purl.obolibrary.org/obo/NCIT_C16553	NCIT	ELISA	http://purl.obolibrary.org/obo/OBI_0000661	OBI	False
exact_norm	0.7	immunochromatography	Immunochromatography	http://purl.obolibrary.org/obo/NCIT_C154792	NCIT	immunochromatography	http://www.bioassayontology.org/bao#BAO_0002504	BAO	False
exact_norm	0.7	immunocytochemistry	Immunocytochemistry	http://purl.obolibrary.org/obo/NCIT_C17731	NCIT	immunocytochemistry	http://www.bioassayontology.org/bao#BAO_0000416	BAO	False
exact_norm	0.7	immunocytochemistry	Immunocytochemistry	http://purl.obolibrary.org/obo/NCIT_C17731	NCIT	immunocytochemistry	http://purl.obolibrary.org/obo/OBI_0002174	OBI	False
exact_norm	0.7	immunoelectrophoresis	Immunoelectrophoresis	http://purl.obolibrary.org/obo/NCIT_C51958	NCIT	immunoelectrophoresis	http://purl.obolibrary.org/obo/OBI_0002685	OBI	False
exact_norm	0.7	immunoprecipitation	Immunoprecipitation	http://purl.obolibrary.org/obo/NCIT_C16724	NCIT	immunoprecipitation	http://www.bioassayontology.org/bao#BAO_0002508	BAO	False
exact_norm	0.7	immunoprecipitation	Immunoprecipitation	http://purl.obolibrary.org/obo/NCIT_C16724	NCIT	immunoprecipitation	http://purl.obolibrary.org/obo/CHMO_0001691	CHMO	False
exact_norm	0.7	immunoprecipitation	Immunoprecipitation	http://purl.obolibrary.org/obo/NCIT_C16724	NCIT	immunoprecipitation	http://purl.obolibrary.org/obo/OBI_0000690	OBI	False
exact_norm	0.7	microscopy	Microscopy	http://purl.obolibrary.org/obo/NCIT_C16853	NCIT	microscopy	http://www.bioassayontology.org/bao#BAO_0002526	BAO	False
exact_norm	0.7	microscopy	Microscopy	http://purl.obolibrary.org/obo/NCIT_C16853	NCIT	microscopy	http://purl.obolibrary.org/obo/CHMO_0000067	CHMO	False
exact_norm	0.7	radioimmunoassay	Radioimmunoassay	http://purl.obolibrary.org/obo/NCIT_C17057	NCIT	radioimmunoassay	http://www.bioassayontology.org/bao#BAO_0002428	BAO	False
exact_norm	0.7	radioimmunoassay	Radioimmunoassay	http://purl.obolibrary.org/obo/NCIT_C17057	NCIT	radioimmunoassay	http://purl.obolibrary.org/obo/MMO_0000073	MMO	False
exact_norm	0.7	spectroscopy	Spectroscopy	http://purl.obolibrary.org/obo/NCIT_C17155	NCIT	spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000228	CHMO	False
exact_norm	0.7	tomography	Tomography	http://purl.obolibrary.org/obo/NCIT_C38093	NCIT	tomography	http://www.bioassayontology.org/bao#BAO_0002525	BAO	False
near_match	0.991	sodium dodecylsulfate polyacrylamide gel electrophoresis || sodium dodecyl sulfate polyacrylamide gel electrophoresis	Sodium Dodecylsulfate-Polyacrylamide Gel Electrophoresis	http://purl.obolibrary.org/obo/NCIT_C18150	NCIT	sodium dodecyl sulfate polyacrylamide gel electrophoresis	http://purl.obolibrary.org/obo/CHMO_0001027	CHMO	False
near_match	0.983	scanning tunneling microscopy || scanning tunnelling microscopy	scanning tunneling microscopy	http://www.bioassayontology.org/bao#BAO_0002524	BAO	scanning tunnelling microscopy	http://purl.obolibrary.org/obo/CHMO_0000132	CHMO	False
near_match	0.983	scanning tunneling microscopy || scanning tunnelling microscopy	Scanning Tunneling Microscopy	http://purl.obolibrary.org/obo/NCIT_C76127	NCIT	scanning tunnelling microscopy	http://purl.obolibrary.org/obo/CHMO_0000132	CHMO	False
near_match	0.982	gas chromatography electron ionization mass spectrometry || gas chromatography electron ionisation mass spectrometry	Gas Chromatography/Electron Ionization Mass Spectrometry	http://purl.obolibrary.org/obo/NCIT_C120687	NCIT	gas chromatography electron ionisation mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0002542	CHMO	False
